review_id,text,category,polarity,aspect.term,aspect.location,sentiment.term,sentiment.location,sentiment.type
ex_1317,"O Hotel é realmente uma cópia de Veneza, bem localizado, limpo, bem decorado e com ótimo serviço. O café do Grand Luxor é uma delícia com preços justos. O cassino é bonito e não fica lotado. O shopping não tem todas os melhores lojas mas vale o passeio, por onde se pode passear tambem de gondola. O lobby é exuberante. Como todo hotel em Vegas, tudo é muito grande, é possivel se perder lá dentro. Voltaria.",service,POS,serviço,"[89, 96]",ótimo,"[83, 88]",explicit
ex_0538,"Não recomendo esta experiência para ninguém.  As únicas pessoas mal educadas que encontramos em Paris foi o staff deste hotel. Todos os funcionários da recepção pouco se importavam em dar atenção ou ajudar. A única pessoa que nos atendeu com atenção e educação foi uma recepcionista aparentemente recém-contratada.  Ao chegarmos às 14:00 para o check in o quarto não estava pronto. Ao entrarmos no quarto, descobrimos que hotel estava sem água e a recepcionista sequer nos avisou.  O hotel não possui computador, apenas wifi para os hóspedes. O wifi do hotel funciona mal.  Ao contrário dos outros 5 hotéis nos quais nos hospedamos pela Europa, esse foi o único que não nos permitiu fazer ligações com cartão telefônico.   Pior que tudo isso soma-se o quarto apertadíssimo, sem frigobar, SEM COFRE e pior: PAREDES DE PAPEL (não dá para acreditar que seja drywall) onde da cama é possível ouvir o barulho do elevador funcionando.   PÉSSIMAS NOITES DE SONO EM HOTEL DE PÉSSIMO ATENDIMENTO. FUJA SE PUDER!!!",service,NEG,recepção,"[152, 160]",pouco se importavam em dar atenção ou ajudar,"[161, 205]",explicit
ex_0538,"Não recomendo esta experiência para ninguém.  As únicas pessoas mal educadas que encontramos em Paris foi o staff deste hotel. Todos os funcionários da recepção pouco se importavam em dar atenção ou ajudar. A única pessoa que nos atendeu com atenção e educação foi uma recepcionista aparentemente recém-contratada.  Ao chegarmos às 14:00 para o check in o quarto não estava pronto. Ao entrarmos no quarto, descobrimos que hotel estava sem água e a recepcionista sequer nos avisou.  O hotel não possui computador, apenas wifi para os hóspedes. O wifi do hotel funciona mal.  Ao contrário dos outros 5 hotéis nos quais nos hospedamos pela Europa, esse foi o único que não nos permitiu fazer ligações com cartão telefônico.   Pior que tudo isso soma-se o quarto apertadíssimo, sem frigobar, SEM COFRE e pior: PAREDES DE PAPEL (não dá para acreditar que seja drywall) onde da cama é possível ouvir o barulho do elevador funcionando.   PÉSSIMAS NOITES DE SONO EM HOTEL DE PÉSSIMO ATENDIMENTO. FUJA SE PUDER!!!",general,NEG,hotel,"[484, 489]",não possui computador,"[490, 511]",explicit
ex_0538,"Não recomendo esta experiência para ninguém.  As únicas pessoas mal educadas que encontramos em Paris foi o staff deste hotel. Todos os funcionários da recepção pouco se importavam em dar atenção ou ajudar. A única pessoa que nos atendeu com atenção e educação foi uma recepcionista aparentemente recém-contratada.  Ao chegarmos às 14:00 para o check in o quarto não estava pronto. Ao entrarmos no quarto, descobrimos que hotel estava sem água e a recepcionista sequer nos avisou.  O hotel não possui computador, apenas wifi para os hóspedes. O wifi do hotel funciona mal.  Ao contrário dos outros 5 hotéis nos quais nos hospedamos pela Europa, esse foi o único que não nos permitiu fazer ligações com cartão telefônico.   Pior que tudo isso soma-se o quarto apertadíssimo, sem frigobar, SEM COFRE e pior: PAREDES DE PAPEL (não dá para acreditar que seja drywall) onde da cama é possível ouvir o barulho do elevador funcionando.   PÉSSIMAS NOITES DE SONO EM HOTEL DE PÉSSIMO ATENDIMENTO. FUJA SE PUDER!!!",service,NEG,wifi,"[545, 549]",mal,"[568, 571]",explicit
ex_0538,"Não recomendo esta experiência para ninguém.  As únicas pessoas mal educadas que encontramos em Paris foi o staff deste hotel. Todos os funcionários da recepção pouco se importavam em dar atenção ou ajudar. A única pessoa que nos atendeu com atenção e educação foi uma recepcionista aparentemente recém-contratada.  Ao chegarmos às 14:00 para o check in o quarto não estava pronto. Ao entrarmos no quarto, descobrimos que hotel estava sem água e a recepcionista sequer nos avisou.  O hotel não possui computador, apenas wifi para os hóspedes. O wifi do hotel funciona mal.  Ao contrário dos outros 5 hotéis nos quais nos hospedamos pela Europa, esse foi o único que não nos permitiu fazer ligações com cartão telefônico.   Pior que tudo isso soma-se o quarto apertadíssimo, sem frigobar, SEM COFRE e pior: PAREDES DE PAPEL (não dá para acreditar que seja drywall) onde da cama é possível ouvir o barulho do elevador funcionando.   PÉSSIMAS NOITES DE SONO EM HOTEL DE PÉSSIMO ATENDIMENTO. FUJA SE PUDER!!!",service,NEG,ATENDIMENTO,"[975, 986]",PÉSSIMO,"[967, 974]",explicit
ex_0538,"Não recomendo esta experiência para ninguém.  As únicas pessoas mal educadas que encontramos em Paris foi o staff deste hotel. Todos os funcionários da recepção pouco se importavam em dar atenção ou ajudar. A única pessoa que nos atendeu com atenção e educação foi uma recepcionista aparentemente recém-contratada.  Ao chegarmos às 14:00 para o check in o quarto não estava pronto. Ao entrarmos no quarto, descobrimos que hotel estava sem água e a recepcionista sequer nos avisou.  O hotel não possui computador, apenas wifi para os hóspedes. O wifi do hotel funciona mal.  Ao contrário dos outros 5 hotéis nos quais nos hospedamos pela Europa, esse foi o único que não nos permitiu fazer ligações com cartão telefônico.   Pior que tudo isso soma-se o quarto apertadíssimo, sem frigobar, SEM COFRE e pior: PAREDES DE PAPEL (não dá para acreditar que seja drywall) onde da cama é possível ouvir o barulho do elevador funcionando.   PÉSSIMAS NOITES DE SONO EM HOTEL DE PÉSSIMO ATENDIMENTO. FUJA SE PUDER!!!",structure,NEG,frigobar,"[778, 786]",sem,"[774, 777]",explicit
ex_0538,"Não recomendo esta experiência para ninguém.  As únicas pessoas mal educadas que encontramos em Paris foi o staff deste hotel. Todos os funcionários da recepção pouco se importavam em dar atenção ou ajudar. A única pessoa que nos atendeu com atenção e educação foi uma recepcionista aparentemente recém-contratada.  Ao chegarmos às 14:00 para o check in o quarto não estava pronto. Ao entrarmos no quarto, descobrimos que hotel estava sem água e a recepcionista sequer nos avisou.  O hotel não possui computador, apenas wifi para os hóspedes. O wifi do hotel funciona mal.  Ao contrário dos outros 5 hotéis nos quais nos hospedamos pela Europa, esse foi o único que não nos permitiu fazer ligações com cartão telefônico.   Pior que tudo isso soma-se o quarto apertadíssimo, sem frigobar, SEM COFRE e pior: PAREDES DE PAPEL (não dá para acreditar que seja drywall) onde da cama é possível ouvir o barulho do elevador funcionando.   PÉSSIMAS NOITES DE SONO EM HOTEL DE PÉSSIMO ATENDIMENTO. FUJA SE PUDER!!!",structure,NEG,COFRE,"[792, 797]",SEM,"[788, 791]",explicit
ex_0269,"Tive o desprazer de reservar o Pavillon Villiers Etoile para quatro dias de férias. Ao chegar por volta de uma da tarde o quarto não estava pronto. Quando retornamos fomos acomodados em um quarto no térreo muito pequeno e sujo, com mobílias velhas e estragadas e um banheiro horrível - também sujo, com cheiro de esgoto. Como o pagamento foi adiantado e passaríamos a maior parte do dia fora, não nos preocupamos em gastar o pouco tempo que tínhamos procurando outra opção. Em nenhum dia houve arrumação do quarto e, na noite anterior a nossa partida, foi até surpreendente quando adentramos o quarto e o vimos arrumado. Também foi uma surpresa, quando estávamos arrumando a mala para irmos embora, notar a falta de objetos pessoais e de determinada quantia em dinheiro. Muita coincidência? Procuramos exaustivamente pois documentos também foram furtados e quando me dirigi à atendente (que se diz também gerente), ela simplesmente disse que isto poderia acontecer, razão pela qual eles dispunham de um cofre no quarto. Pedi que me auxiliasse a chamar a polícia e registrar uma ocorrência e ela me disse que era impossível, que eu fosse até a delegacia central e resolvesse meu problema lá. Tudo isso da forma mais rude e mal educada possível. Além de amargar uma péssima estadia em um hotel caindo aos pedaços, fomos furtados no hotel. Nunca cometa o erro de se hospedar neste local, é pura dor de cabeça apesar da boa localização e da vizinhança. Room Tip: Uma dica valiosa: procure outro local para se hospedar.",general,NEG,Pavillon Villiers Etoile,"[31, 55]",desprazer,"[7, 16]",explicit
ex_0269,"Tive o desprazer de reservar o Pavillon Villiers Etoile para quatro dias de férias. Ao chegar por volta de uma da tarde o quarto não estava pronto. Quando retornamos fomos acomodados em um quarto no térreo muito pequeno e sujo, com mobílias velhas e estragadas e um banheiro horrível - também sujo, com cheiro de esgoto. Como o pagamento foi adiantado e passaríamos a maior parte do dia fora, não nos preocupamos em gastar o pouco tempo que tínhamos procurando outra opção. Em nenhum dia houve arrumação do quarto e, na noite anterior a nossa partida, foi até surpreendente quando adentramos o quarto e o vimos arrumado. Também foi uma surpresa, quando estávamos arrumando a mala para irmos embora, notar a falta de objetos pessoais e de determinada quantia em dinheiro. Muita coincidência? Procuramos exaustivamente pois documentos também foram furtados e quando me dirigi à atendente (que se diz também gerente), ela simplesmente disse que isto poderia acontecer, razão pela qual eles dispunham de um cofre no quarto. Pedi que me auxiliasse a chamar a polícia e registrar uma ocorrência e ela me disse que era impossível, que eu fosse até a delegacia central e resolvesse meu problema lá. Tudo isso da forma mais rude e mal educada possível. Além de amargar uma péssima estadia em um hotel caindo aos pedaços, fomos furtados no hotel. Nunca cometa o erro de se hospedar neste local, é pura dor de cabeça apesar da boa localização e da vizinhança. Room Tip: Uma dica valiosa: procure outro local para se hospedar.",structure,NEG,quarto,"[122, 128]",pronto,"[140, 146]",explicit
ex_0269,"Tive o desprazer de reservar o Pavillon Villiers Etoile para quatro dias de férias. Ao chegar por volta de uma da tarde o quarto não estava pronto. Quando retornamos fomos acomodados em um quarto no térreo muito pequeno e sujo, com mobílias velhas e estragadas e um banheiro horrível - também sujo, com cheiro de esgoto. Como o pagamento foi adiantado e passaríamos a maior parte do dia fora, não nos preocupamos em gastar o pouco tempo que tínhamos procurando outra opção. Em nenhum dia houve arrumação do quarto e, na noite anterior a nossa partida, foi até surpreendente quando adentramos o quarto e o vimos arrumado. Também foi uma surpresa, quando estávamos arrumando a mala para irmos embora, notar a falta de objetos pessoais e de determinada quantia em dinheiro. Muita coincidência? Procuramos exaustivamente pois documentos também foram furtados e quando me dirigi à atendente (que se diz também gerente), ela simplesmente disse que isto poderia acontecer, razão pela qual eles dispunham de um cofre no quarto. Pedi que me auxiliasse a chamar a polícia e registrar uma ocorrência e ela me disse que era impossível, que eu fosse até a delegacia central e resolvesse meu problema lá. Tudo isso da forma mais rude e mal educada possível. Além de amargar uma péssima estadia em um hotel caindo aos pedaços, fomos furtados no hotel. Nunca cometa o erro de se hospedar neste local, é pura dor de cabeça apesar da boa localização e da vizinhança. Room Tip: Uma dica valiosa: procure outro local para se hospedar.",structure,NEG,quarto,"[189, 195]",pequeno,"[212, 219]",explicit
ex_0269,"Tive o desprazer de reservar o Pavillon Villiers Etoile para quatro dias de férias. Ao chegar por volta de uma da tarde o quarto não estava pronto. Quando retornamos fomos acomodados em um quarto no térreo muito pequeno e sujo, com mobílias velhas e estragadas e um banheiro horrível - também sujo, com cheiro de esgoto. Como o pagamento foi adiantado e passaríamos a maior parte do dia fora, não nos preocupamos em gastar o pouco tempo que tínhamos procurando outra opção. Em nenhum dia houve arrumação do quarto e, na noite anterior a nossa partida, foi até surpreendente quando adentramos o quarto e o vimos arrumado. Também foi uma surpresa, quando estávamos arrumando a mala para irmos embora, notar a falta de objetos pessoais e de determinada quantia em dinheiro. Muita coincidência? Procuramos exaustivamente pois documentos também foram furtados e quando me dirigi à atendente (que se diz também gerente), ela simplesmente disse que isto poderia acontecer, razão pela qual eles dispunham de um cofre no quarto. Pedi que me auxiliasse a chamar a polícia e registrar uma ocorrência e ela me disse que era impossível, que eu fosse até a delegacia central e resolvesse meu problema lá. Tudo isso da forma mais rude e mal educada possível. Além de amargar uma péssima estadia em um hotel caindo aos pedaços, fomos furtados no hotel. Nunca cometa o erro de se hospedar neste local, é pura dor de cabeça apesar da boa localização e da vizinhança. Room Tip: Uma dica valiosa: procure outro local para se hospedar.",structure,NEG,quarto,"[189, 195]",sujo,"[222, 226]",explicit
ex_0269,"Tive o desprazer de reservar o Pavillon Villiers Etoile para quatro dias de férias. Ao chegar por volta de uma da tarde o quarto não estava pronto. Quando retornamos fomos acomodados em um quarto no térreo muito pequeno e sujo, com mobílias velhas e estragadas e um banheiro horrível - também sujo, com cheiro de esgoto. Como o pagamento foi adiantado e passaríamos a maior parte do dia fora, não nos preocupamos em gastar o pouco tempo que tínhamos procurando outra opção. Em nenhum dia houve arrumação do quarto e, na noite anterior a nossa partida, foi até surpreendente quando adentramos o quarto e o vimos arrumado. Também foi uma surpresa, quando estávamos arrumando a mala para irmos embora, notar a falta de objetos pessoais e de determinada quantia em dinheiro. Muita coincidência? Procuramos exaustivamente pois documentos também foram furtados e quando me dirigi à atendente (que se diz também gerente), ela simplesmente disse que isto poderia acontecer, razão pela qual eles dispunham de um cofre no quarto. Pedi que me auxiliasse a chamar a polícia e registrar uma ocorrência e ela me disse que era impossível, que eu fosse até a delegacia central e resolvesse meu problema lá. Tudo isso da forma mais rude e mal educada possível. Além de amargar uma péssima estadia em um hotel caindo aos pedaços, fomos furtados no hotel. Nunca cometa o erro de se hospedar neste local, é pura dor de cabeça apesar da boa localização e da vizinhança. Room Tip: Uma dica valiosa: procure outro local para se hospedar.",structure,NEG,mobílias,"[232, 240]",velhas,"[241, 247]",explicit
ex_0269,"Tive o desprazer de reservar o Pavillon Villiers Etoile para quatro dias de férias. Ao chegar por volta de uma da tarde o quarto não estava pronto. Quando retornamos fomos acomodados em um quarto no térreo muito pequeno e sujo, com mobílias velhas e estragadas e um banheiro horrível - também sujo, com cheiro de esgoto. Como o pagamento foi adiantado e passaríamos a maior parte do dia fora, não nos preocupamos em gastar o pouco tempo que tínhamos procurando outra opção. Em nenhum dia houve arrumação do quarto e, na noite anterior a nossa partida, foi até surpreendente quando adentramos o quarto e o vimos arrumado. Também foi uma surpresa, quando estávamos arrumando a mala para irmos embora, notar a falta de objetos pessoais e de determinada quantia em dinheiro. Muita coincidência? Procuramos exaustivamente pois documentos também foram furtados e quando me dirigi à atendente (que se diz também gerente), ela simplesmente disse que isto poderia acontecer, razão pela qual eles dispunham de um cofre no quarto. Pedi que me auxiliasse a chamar a polícia e registrar uma ocorrência e ela me disse que era impossível, que eu fosse até a delegacia central e resolvesse meu problema lá. Tudo isso da forma mais rude e mal educada possível. Além de amargar uma péssima estadia em um hotel caindo aos pedaços, fomos furtados no hotel. Nunca cometa o erro de se hospedar neste local, é pura dor de cabeça apesar da boa localização e da vizinhança. Room Tip: Uma dica valiosa: procure outro local para se hospedar.",structure,NEG,mobílias,"[232, 240]",estragadas,"[250, 260]",explicit
ex_0269,"Tive o desprazer de reservar o Pavillon Villiers Etoile para quatro dias de férias. Ao chegar por volta de uma da tarde o quarto não estava pronto. Quando retornamos fomos acomodados em um quarto no térreo muito pequeno e sujo, com mobílias velhas e estragadas e um banheiro horrível - também sujo, com cheiro de esgoto. Como o pagamento foi adiantado e passaríamos a maior parte do dia fora, não nos preocupamos em gastar o pouco tempo que tínhamos procurando outra opção. Em nenhum dia houve arrumação do quarto e, na noite anterior a nossa partida, foi até surpreendente quando adentramos o quarto e o vimos arrumado. Também foi uma surpresa, quando estávamos arrumando a mala para irmos embora, notar a falta de objetos pessoais e de determinada quantia em dinheiro. Muita coincidência? Procuramos exaustivamente pois documentos também foram furtados e quando me dirigi à atendente (que se diz também gerente), ela simplesmente disse que isto poderia acontecer, razão pela qual eles dispunham de um cofre no quarto. Pedi que me auxiliasse a chamar a polícia e registrar uma ocorrência e ela me disse que era impossível, que eu fosse até a delegacia central e resolvesse meu problema lá. Tudo isso da forma mais rude e mal educada possível. Além de amargar uma péssima estadia em um hotel caindo aos pedaços, fomos furtados no hotel. Nunca cometa o erro de se hospedar neste local, é pura dor de cabeça apesar da boa localização e da vizinhança. Room Tip: Uma dica valiosa: procure outro local para se hospedar.",structure,NEG,banheiro,"[266, 274]",horrível,"[275, 283]",explicit
ex_0269,"Tive o desprazer de reservar o Pavillon Villiers Etoile para quatro dias de férias. Ao chegar por volta de uma da tarde o quarto não estava pronto. Quando retornamos fomos acomodados em um quarto no térreo muito pequeno e sujo, com mobílias velhas e estragadas e um banheiro horrível - também sujo, com cheiro de esgoto. Como o pagamento foi adiantado e passaríamos a maior parte do dia fora, não nos preocupamos em gastar o pouco tempo que tínhamos procurando outra opção. Em nenhum dia houve arrumação do quarto e, na noite anterior a nossa partida, foi até surpreendente quando adentramos o quarto e o vimos arrumado. Também foi uma surpresa, quando estávamos arrumando a mala para irmos embora, notar a falta de objetos pessoais e de determinada quantia em dinheiro. Muita coincidência? Procuramos exaustivamente pois documentos também foram furtados e quando me dirigi à atendente (que se diz também gerente), ela simplesmente disse que isto poderia acontecer, razão pela qual eles dispunham de um cofre no quarto. Pedi que me auxiliasse a chamar a polícia e registrar uma ocorrência e ela me disse que era impossível, que eu fosse até a delegacia central e resolvesse meu problema lá. Tudo isso da forma mais rude e mal educada possível. Além de amargar uma péssima estadia em um hotel caindo aos pedaços, fomos furtados no hotel. Nunca cometa o erro de se hospedar neste local, é pura dor de cabeça apesar da boa localização e da vizinhança. Room Tip: Uma dica valiosa: procure outro local para se hospedar.",structure,NEG,banheiro,"[266, 274]",sujo,"[293, 297]",explicit
ex_0269,"Tive o desprazer de reservar o Pavillon Villiers Etoile para quatro dias de férias. Ao chegar por volta de uma da tarde o quarto não estava pronto. Quando retornamos fomos acomodados em um quarto no térreo muito pequeno e sujo, com mobílias velhas e estragadas e um banheiro horrível - também sujo, com cheiro de esgoto. Como o pagamento foi adiantado e passaríamos a maior parte do dia fora, não nos preocupamos em gastar o pouco tempo que tínhamos procurando outra opção. Em nenhum dia houve arrumação do quarto e, na noite anterior a nossa partida, foi até surpreendente quando adentramos o quarto e o vimos arrumado. Também foi uma surpresa, quando estávamos arrumando a mala para irmos embora, notar a falta de objetos pessoais e de determinada quantia em dinheiro. Muita coincidência? Procuramos exaustivamente pois documentos também foram furtados e quando me dirigi à atendente (que se diz também gerente), ela simplesmente disse que isto poderia acontecer, razão pela qual eles dispunham de um cofre no quarto. Pedi que me auxiliasse a chamar a polícia e registrar uma ocorrência e ela me disse que era impossível, que eu fosse até a delegacia central e resolvesse meu problema lá. Tudo isso da forma mais rude e mal educada possível. Além de amargar uma péssima estadia em um hotel caindo aos pedaços, fomos furtados no hotel. Nunca cometa o erro de se hospedar neste local, é pura dor de cabeça apesar da boa localização e da vizinhança. Room Tip: Uma dica valiosa: procure outro local para se hospedar.",structure,NEG,banheiro,"[266, 274]",cheiro de esgoto,"[303, 319]",explicit
ex_0269,"Tive o desprazer de reservar o Pavillon Villiers Etoile para quatro dias de férias. Ao chegar por volta de uma da tarde o quarto não estava pronto. Quando retornamos fomos acomodados em um quarto no térreo muito pequeno e sujo, com mobílias velhas e estragadas e um banheiro horrível - também sujo, com cheiro de esgoto. Como o pagamento foi adiantado e passaríamos a maior parte do dia fora, não nos preocupamos em gastar o pouco tempo que tínhamos procurando outra opção. Em nenhum dia houve arrumação do quarto e, na noite anterior a nossa partida, foi até surpreendente quando adentramos o quarto e o vimos arrumado. Também foi uma surpresa, quando estávamos arrumando a mala para irmos embora, notar a falta de objetos pessoais e de determinada quantia em dinheiro. Muita coincidência? Procuramos exaustivamente pois documentos também foram furtados e quando me dirigi à atendente (que se diz também gerente), ela simplesmente disse que isto poderia acontecer, razão pela qual eles dispunham de um cofre no quarto. Pedi que me auxiliasse a chamar a polícia e registrar uma ocorrência e ela me disse que era impossível, que eu fosse até a delegacia central e resolvesse meu problema lá. Tudo isso da forma mais rude e mal educada possível. Além de amargar uma péssima estadia em um hotel caindo aos pedaços, fomos furtados no hotel. Nunca cometa o erro de se hospedar neste local, é pura dor de cabeça apesar da boa localização e da vizinhança. Room Tip: Uma dica valiosa: procure outro local para se hospedar.",structure,NEG,quarto,"[507, 513]",nenhum dia,"[477, 487]",explicit
ex_0269,"Tive o desprazer de reservar o Pavillon Villiers Etoile para quatro dias de férias. Ao chegar por volta de uma da tarde o quarto não estava pronto. Quando retornamos fomos acomodados em um quarto no térreo muito pequeno e sujo, com mobílias velhas e estragadas e um banheiro horrível - também sujo, com cheiro de esgoto. Como o pagamento foi adiantado e passaríamos a maior parte do dia fora, não nos preocupamos em gastar o pouco tempo que tínhamos procurando outra opção. Em nenhum dia houve arrumação do quarto e, na noite anterior a nossa partida, foi até surpreendente quando adentramos o quarto e o vimos arrumado. Também foi uma surpresa, quando estávamos arrumando a mala para irmos embora, notar a falta de objetos pessoais e de determinada quantia em dinheiro. Muita coincidência? Procuramos exaustivamente pois documentos também foram furtados e quando me dirigi à atendente (que se diz também gerente), ela simplesmente disse que isto poderia acontecer, razão pela qual eles dispunham de um cofre no quarto. Pedi que me auxiliasse a chamar a polícia e registrar uma ocorrência e ela me disse que era impossível, que eu fosse até a delegacia central e resolvesse meu problema lá. Tudo isso da forma mais rude e mal educada possível. Além de amargar uma péssima estadia em um hotel caindo aos pedaços, fomos furtados no hotel. Nunca cometa o erro de se hospedar neste local, é pura dor de cabeça apesar da boa localização e da vizinhança. Room Tip: Uma dica valiosa: procure outro local para se hospedar.",service,NEG,atendente,"[876, 885]",que isto poderia acontecer,"[938, 964]",explicit
ex_0269,"Tive o desprazer de reservar o Pavillon Villiers Etoile para quatro dias de férias. Ao chegar por volta de uma da tarde o quarto não estava pronto. Quando retornamos fomos acomodados em um quarto no térreo muito pequeno e sujo, com mobílias velhas e estragadas e um banheiro horrível - também sujo, com cheiro de esgoto. Como o pagamento foi adiantado e passaríamos a maior parte do dia fora, não nos preocupamos em gastar o pouco tempo que tínhamos procurando outra opção. Em nenhum dia houve arrumação do quarto e, na noite anterior a nossa partida, foi até surpreendente quando adentramos o quarto e o vimos arrumado. Também foi uma surpresa, quando estávamos arrumando a mala para irmos embora, notar a falta de objetos pessoais e de determinada quantia em dinheiro. Muita coincidência? Procuramos exaustivamente pois documentos também foram furtados e quando me dirigi à atendente (que se diz também gerente), ela simplesmente disse que isto poderia acontecer, razão pela qual eles dispunham de um cofre no quarto. Pedi que me auxiliasse a chamar a polícia e registrar uma ocorrência e ela me disse que era impossível, que eu fosse até a delegacia central e resolvesse meu problema lá. Tudo isso da forma mais rude e mal educada possível. Além de amargar uma péssima estadia em um hotel caindo aos pedaços, fomos furtados no hotel. Nunca cometa o erro de se hospedar neste local, é pura dor de cabeça apesar da boa localização e da vizinhança. Room Tip: Uma dica valiosa: procure outro local para se hospedar.",general,NEG,hotel,"[1330, 1335]",furtados,"[1318, 1326]",explicit
ex_0269,"Tive o desprazer de reservar o Pavillon Villiers Etoile para quatro dias de férias. Ao chegar por volta de uma da tarde o quarto não estava pronto. Quando retornamos fomos acomodados em um quarto no térreo muito pequeno e sujo, com mobílias velhas e estragadas e um banheiro horrível - também sujo, com cheiro de esgoto. Como o pagamento foi adiantado e passaríamos a maior parte do dia fora, não nos preocupamos em gastar o pouco tempo que tínhamos procurando outra opção. Em nenhum dia houve arrumação do quarto e, na noite anterior a nossa partida, foi até surpreendente quando adentramos o quarto e o vimos arrumado. Também foi uma surpresa, quando estávamos arrumando a mala para irmos embora, notar a falta de objetos pessoais e de determinada quantia em dinheiro. Muita coincidência? Procuramos exaustivamente pois documentos também foram furtados e quando me dirigi à atendente (que se diz também gerente), ela simplesmente disse que isto poderia acontecer, razão pela qual eles dispunham de um cofre no quarto. Pedi que me auxiliasse a chamar a polícia e registrar uma ocorrência e ela me disse que era impossível, que eu fosse até a delegacia central e resolvesse meu problema lá. Tudo isso da forma mais rude e mal educada possível. Além de amargar uma péssima estadia em um hotel caindo aos pedaços, fomos furtados no hotel. Nunca cometa o erro de se hospedar neste local, é pura dor de cabeça apesar da boa localização e da vizinhança. Room Tip: Uma dica valiosa: procure outro local para se hospedar.",general,NEG,hotel,"[1286, 1291]",caindo aos pedaços,"[1292, 1310]",explicit
ex_0269,"Tive o desprazer de reservar o Pavillon Villiers Etoile para quatro dias de férias. Ao chegar por volta de uma da tarde o quarto não estava pronto. Quando retornamos fomos acomodados em um quarto no térreo muito pequeno e sujo, com mobílias velhas e estragadas e um banheiro horrível - também sujo, com cheiro de esgoto. Como o pagamento foi adiantado e passaríamos a maior parte do dia fora, não nos preocupamos em gastar o pouco tempo que tínhamos procurando outra opção. Em nenhum dia houve arrumação do quarto e, na noite anterior a nossa partida, foi até surpreendente quando adentramos o quarto e o vimos arrumado. Também foi uma surpresa, quando estávamos arrumando a mala para irmos embora, notar a falta de objetos pessoais e de determinada quantia em dinheiro. Muita coincidência? Procuramos exaustivamente pois documentos também foram furtados e quando me dirigi à atendente (que se diz também gerente), ela simplesmente disse que isto poderia acontecer, razão pela qual eles dispunham de um cofre no quarto. Pedi que me auxiliasse a chamar a polícia e registrar uma ocorrência e ela me disse que era impossível, que eu fosse até a delegacia central e resolvesse meu problema lá. Tudo isso da forma mais rude e mal educada possível. Além de amargar uma péssima estadia em um hotel caindo aos pedaços, fomos furtados no hotel. Nunca cometa o erro de se hospedar neste local, é pura dor de cabeça apesar da boa localização e da vizinhança. Room Tip: Uma dica valiosa: procure outro local para se hospedar.",location,POS,localização,"[1420, 1431]",boa,"[1416, 1419]",explicit
ex_0269,"Tive o desprazer de reservar o Pavillon Villiers Etoile para quatro dias de férias. Ao chegar por volta de uma da tarde o quarto não estava pronto. Quando retornamos fomos acomodados em um quarto no térreo muito pequeno e sujo, com mobílias velhas e estragadas e um banheiro horrível - também sujo, com cheiro de esgoto. Como o pagamento foi adiantado e passaríamos a maior parte do dia fora, não nos preocupamos em gastar o pouco tempo que tínhamos procurando outra opção. Em nenhum dia houve arrumação do quarto e, na noite anterior a nossa partida, foi até surpreendente quando adentramos o quarto e o vimos arrumado. Também foi uma surpresa, quando estávamos arrumando a mala para irmos embora, notar a falta de objetos pessoais e de determinada quantia em dinheiro. Muita coincidência? Procuramos exaustivamente pois documentos também foram furtados e quando me dirigi à atendente (que se diz também gerente), ela simplesmente disse que isto poderia acontecer, razão pela qual eles dispunham de um cofre no quarto. Pedi que me auxiliasse a chamar a polícia e registrar uma ocorrência e ela me disse que era impossível, que eu fosse até a delegacia central e resolvesse meu problema lá. Tudo isso da forma mais rude e mal educada possível. Além de amargar uma péssima estadia em um hotel caindo aos pedaços, fomos furtados no hotel. Nunca cometa o erro de se hospedar neste local, é pura dor de cabeça apesar da boa localização e da vizinhança. Room Tip: Uma dica valiosa: procure outro local para se hospedar.",location,POS,vizinhança,"[1437, 1447]",boa,"[1416, 1419]",explicit
ex_0633,"Minha avaliação se baseia no fato de termos sido roubadas - eu e minha mãe - tendo-nos sido levados objetos - jóias e dinheiro - que estavam no apartamento, dentro das malas, o apartamento fechado; note-se que ao nos hospedarmos descartamos os serviços de quarto. Reportamos o fato à Gerência do Hotel que nos desaconselhou de prestarmos queixa na Polícia, que seria uma perda de tempo por não haver o que fazer. Fizemos um Boletim da Ocorrência e a Polícia informou que o Hotel deveria te-los chamado de imediato pois poderiam ter feito uma investigação, inclusive com análise impressões digitais, que poderia identificar os ladrões. O Hotel não se responsabilizou pelo roubo.",general,NEG,Hotel,"[637, 642]",não se responsabilizou pelo roubo,"[643, 676]",explicit
